population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
34426,3400,20.919,27,24.11,0.96478719,0.003395806,0.018602243,0.000607461,0.005407397,0.000199167,0.005716107,0.00128463,7.429,0.532,0.056,0.137,0.036,0.27,0.161,0.09,0.31,0.265,13.3385586,,21.91,259,0.497,0.243,0.159,0.087912088,0.365634366,0.335664336,0.210789211,12.99363429,10.05112966,644
476131,55439,31.636,441,27.781,0.620169142,0.061339145,0.238598876,0.00199932,0.054491473,0.000199932,0.021602655,0.001599456,5.324,0.523,0.044,0.208,0.102,0.271,0.109,0.076,0.171,0.198,9.009494572,0.38,9.29,181,0.513,0.277,0.099,0.073926074,0.205794206,0.324675325,0.395604396,13.17756377,4.779340914,1132
16040,1731,20.792,24,34.218,0.978094238,0.001188378,0.006456852,0.000396126,0.004684189,0,0.009180217,0,14.552,0.455,0.103,0.218,0.053,0.356,0.341,0.137,,0.368,13.56603909,,18.68,342,0.513,0.205,0.207,0.15936255,0.487051793,0.249003984,0.104581673,9.400485588,13.19803275,549
43059,4455,29.572,114,25.584,0.892369365,0.058700294,0.016105314,0.003545385,0.008118126,0,0.020859353,0.000302163,7.201,0.468,0.047,0.162,0.063,0.306,0.254,0.112,0.18,0.333,13.43358697,,15.51,262,0.46,0.223,0.133,0.134865135,0.40959041,0.285714286,0.16983017,10.09220606,8.784806643,765
28892,4828,36.674,46,30.063,0.904086362,0.011427367,0.055280768,0.001705577,0.013584421,0.00171561,0.012199894,0,7.042,0.612,0.027,0.152,0.053,0.292,0.151,0.075,0.187,0.262,12.46172457,,14.87,228,0.505,0.211,0.133,0.065130261,0.27755511,0.335671343,0.321643287,12.14811756,8.775552344,780
81600,8296,23.057,57,33.423,0.701078768,0.226732156,0.049257719,0.003786737,0.007462986,0.000703108,0.009260933,0.001717592,14.928,0.425,0.071,0.244,0.092,0.316,0.186,0.128,0.145,0.309,12.4792529,5.7,25.39,282,0.507,0.224,0.174,0.156686627,0.336327345,0.28742515,0.219560878,11.69083424,10.22489891,802
111971,12733,28.53,,33.019,0.921750809,0.02080765,0.021449118,0.008469395,0.009992884,0.000701607,0.015525554,0.001302984,13.736,0.424,0.077,0.152,0.049,0.298,0.266,0.101,0.226,0.282,11.26271557,2.05,10.25,281,0.491,0.209,0.144,0.120845921,0.359516616,0.295065458,0.224572004,10.92598626,8.676518502,690
36380,5285,31.706,,28.057,0.738402539,0.006948964,0.224709876,0.00913178,0.006718667,0.000400517,0.01328714,0.000400517,9.328,0.509,0.036,0.195,0.062,0.326,0.176,0.101,0.11,0.266,13.53214443,,22.5,281,0.515,0.246,0.17,0.132734531,0.30239521,0.352295409,0.21257485,12.95160191,10.55214724,646
29220,2217,21.837,47,29.508,0.898146285,0.020318412,0.026789308,0.023367684,0.005464536,0.000402544,0.025209323,0.000301908,10.387,0.504,0.062,0.14,0.083,0.284,0.186,0.074,0.209,0.233,11.7466293,,15.17,205,0.461,0.213,0.175,0.110552764,0.424120603,0.332663317,0.132663317,10.27509064,9.037955979,663
13972,1517,23.845,56,24.84,0.917159763,0.043545506,0.036590598,0.000698484,0.000598701,0,0.001307163,9.98E-05,8.897,0.381,0.086,0.227,0.052,0.32,0.237,0.123,0.121,0.317,13.05768622,,32.34,299,0.495,0.206,0.186,0.20661986,0.47442327,0.178535607,0.140421264,11.63870046,9.782220636,609
1186340,179855,37.46,2004,29.203,0.703409377,0.119715969,0.068660926,0.005922345,0.067573148,0.00030216,0.031676487,0.002739588,8.059,0.556,0.038,0.127,0.063,0.219,0.141,0.066,0.183,0.172,12.54254079,4.43,5.66,167,0.506,0.225,0.119,0.074,0.178,0.276,0.472,13.87450431,6.701471925,1038
20623,2278,25.431,12,28.371,0.957522334,0.015081356,0.021010778,0.00069408,0.000793234,0.000297463,0.004600756,0,7.484,0.55,0.032,0.114,0.038,0.317,0.212,0.081,0.199,0.267,10.60738501,,16.82,222,0.514,0.24,0.188,0.076540755,0.404572565,0.317097416,0.201789264,13.22185495,12.44409878,607
26676,3314,36.239,18,30.463,0.461785459,0.466918981,0.046795575,0.001912489,0.004418855,0,0.013155908,0.005012733,19.493,0.328,0.106,0.241,0.061,0.376,0.25,0.143,0.134,0.347,12.61118326,5.13,25.17,255,0.462,0.213,0.152,0.269346734,0.343718593,0.262311558,0.124623116,9.869462394,11.6571386,576
14937,1392,23.852,11,25.562,0.971696114,0.003339959,0.012108614,0.001109956,0.002139189,0,0.009303452,0.000302715,9.645,0.475,0.054,0.163,0.037,0.299,,0.094,,0.309,13.15966164,,20.44,279,0.512,0.246,0.181,0.155155155,0.371371371,0.316316316,0.157157157,13.33601394,12.26377161,560
46275,4925,31.169,139,34.019,0.429730215,0.249012252,0.292123957,0.001406793,0.007073872,0,0.020154049,0.000498863,12.189,0.455,0.051,0.345,0.2,0.321,,0.097,,0.285,8.749829623,8.27,23.74,305,0.501,0.244,0.11,0.219219219,0.313313313,0.279279279,0.188188188,13.14847361,6.357265291,892
22427,4236,39.318,,26.963,0.813327905,0.001578853,0.150368399,0.004091117,0.018767501,0,0.011469029,0.000397196,2.387,0.638,0.046,0.234,0.128,0.131,0.098,0.039,0.21,0.104,9.971025795,,13.98,143,0.472,0.194,0.111,0.041082164,0.178356713,0.24248497,0.538076152,10.76054467,3.49828407,1036
1598,165,24.043,-1,17.503,0.968714905,0,0.030081823,0,0.000601636,0,0.000601636,0,3.538,0.588,0.026,0.186,0.107,0.318,,0.114,,0.265,13.4130717,,,215,0.497,0.242,0.211,0.086172345,0.326653307,0.332665331,0.254509018,11.05691057,13.65853659,562
33712,3629,27.385,93,31.957,0.898357952,0.011046321,0.065324287,0.004639057,0.007122493,0,0.012029761,0.001480128,12.565,0.445,0.067,0.289,0.11,0.246,0.207,0.108,0.11,0.253,13.29658153,3.33,11.56,247,0.51,0.193,0.25,0.129258517,0.29759519,0.346693387,0.226452906,10.35334487,12.33527089,690
40056,4434,25.904,46,28.042,0.962659098,0.004814298,0.014523134,0.002096226,0.004393047,0.000100298,0.011313601,0.000100298,13.3,0.42,0.092,0.177,0.034,0.294,,0.109,0.12,0.305,13.05309225,,18.53,256,0.513,0.227,0.186,0.122877123,0.342657343,0.385614386,0.148851149,12.39580566,12.95235204,540
134581,15600,29.372,249,27.356,0.846829522,0.017056779,0.110813978,0.000691085,0.0113378,0,0.012669892,0.000600943,8.231,0.514,0.049,0.132,0.057,0.322,0.185,0.112,0.127,0.237,12.31047326,1.53,13,238,0.509,0.227,0.175,0.142857143,0.437625755,0.221327968,0.198189135,11.83753298,9.99548662,752
196249,22663,28.657,385,30.475,0.829703706,0.095896463,0.045342731,0.00564274,0.006656827,0,0.015753487,0.001004046,9.591,0.43,0.061,0.207,0.056,0.265,0.208,0.117,0.178,0.274,13.25671388,3.18,18.98,272,0.512,0.228,0.177,0.105788423,0.28742515,0.314371257,0.29241517,11.21319247,10.07364039,805
22991,2013,26.643,5,28.092,0.481779484,0.413333201,0.041950948,0.057287212,0.002188053,0,0.003461102,0,20.501,0.341,0.07,0.316,0.119,0.357,0.265,0.153,0.114,0.384,12.44631289,11.26,30.87,380,0.485,0.298,0.136,0.245754246,0.353646354,0.282717283,0.117882118,13.33505399,11.27027143,601
145100,9348,16.534,145,34.473,0.875952472,0.019682744,0.07147309,0.000502624,0.018385975,0.000100525,0.012786747,0.001115825,3.875,0.539,0.064,0.125,0.047,0.256,0.185,0.075,0.181,0.234,11.48441684,-0.05,9.52,256,0.501,0.226,0.134,0.061183551,0.30892678,0.291875627,0.338014042,8.405299262,8.219432694,1165
19230,1812,21.57,36,28.298,0.966845762,0.005552288,0.0140751,0.000299046,0.00060806,0,0.012520061,9.97E-05,17.782,0.38,0.078,0.234,0.062,0.338,0.236,0.117,,0.357,13.32174101,,36.13,312,0.497,0.237,0.153,0.25751503,0.443887776,0.208416834,0.090180361,8.311633657,13.46695074,493
68340,10555,42.241,1213,31.848,0.583274146,0.343480218,0.036312709,0.000710249,0.017646176,0.000100035,0.017376082,0.001100385,17.397,0.516,0.072,0.262,0.095,0.312,0.15,0.137,0.101,0.297,12.89300913,3.41,17.65,332,0.523,0.262,0.129,0.159478435,0.355065196,0.297893681,0.187562688,12.96364543,9.234971493,762
6800,962,32.874,1,31.747,0.935795166,0.003057373,0.026729607,0.002280581,0.002280581,0.001872268,0.026012568,0.001971856,12.776,0.476,0.1,0.216,0.107,0.254,0.133,0.097,0.209,0.21,10.0634895,,22.75,222,0.506,0.182,0.252,0.066198596,0.330992979,0.360080241,0.242728185,10.44732195,12.94879341,737
223430,25816,28.218,29,26.053,0.916177535,0.014623703,0.028433304,0.001216129,0.023649192,0.000201013,0.014794565,0.000904559,4.375,0.52,0.046,0.098,0.035,0.259,0.161,0.083,0.201,0.203,11.11437759,-0.34,8.74,219,0.504,0.217,0.149,0.058589871,0.2591857,0.291956306,0.390268123,9.988883914,7.476069227,937
548594,83319,38.112,3171,29.516,0.841214314,0.033202654,0.068194612,0.000402091,0.020868516,0.000502614,0.023200643,0.012414556,9.576,0.516,0.073,0.064,0.019,0.289,0.203,0.107,0.202,0.282,10.3551999,2.8,8.39,249,0.512,0.218,0.149,0.172,0.304,0.266,0.258,10.03333008,9.368895052,968
135766,11710,21.623,,26.734,0.708955673,0.163395417,0.060135528,0.002405822,0.040066962,0,0.022043345,0.002997253,6.969,0.478,0.059,0.187,0.076,0.266,0.163,0.098,0.155,0.233,12.63196007,2.01,12.16,214,0.51,0.262,0.111,0.082082082,0.237237237,0.33033033,0.35035035,12.51674405,5.93891916,934
252199,36252,33.74,813,27.456,0.82468333,0.02155541,0.077780429,0.020829605,0.029678459,0,0.023573744,0.001899024,8.643,0.541,0.048,0.141,0.049,0.295,0.186,0.085,0.255,0.208,11.38934643,1,10.02,233,0.508,0.247,0.123,0.094188377,0.313627255,0.311623246,0.280561122,13.62665394,6.866143457,800
61365,4629,18.394,0,29.407,0.933578127,0.015302933,0.016970178,0.001865727,0.020850494,0.000297722,0.010936337,0.000198482,7.42,0.513,0.049,0.143,0.062,0.324,0.136,0.103,0.134,0.23,14.05496378,,11.41,241,0.512,0.248,0.149,0.069138277,0.340681363,0.321643287,0.268537074,10.09134549,7.883352551,760
11470,1011,17.264,8,36.127,0.855986877,0.078338018,0.024295588,0.004661072,0.00100023,0,0.0352181,0.000500115,20.094,0.321,0.114,0.217,0.065,0.313,0.339,0.135,,0.228,11.49643878,,24.48,306,0.488,0.168,0.253,0.180541625,0.415245737,0.309929789,0.094282849,7.924976886,14.61717959,502
216539,37287,45.586,,29.493,0.727926385,0.032296293,0.158244866,0.009311451,0.02454837,0.021421316,0.024070349,0.002180971,13.486,0.499,0.044,0.299,0.076,0.285,0.2,0.081,0.151,0.252,11.10309456,2.82,13.08,286,0.496,0.257,0.102,0.163509472,0.278165503,0.251246261,0.307078764,14.75210499,6.515704224,838
54993,6003,24.152,247,28.818,0.804821998,0.140603299,0.019274003,0.001808499,0.008522926,0.000499585,0.022271515,0.002198176,10.383,0.485,0.054,0.193,0.068,0.319,0.217,0.102,0.113,0.276,12.771357,4.79,17.04,244,0.518,0.212,0.174,0.150548355,0.360917248,0.296111665,0.192422732,9.919843314,9.629683363,815
23787,2768,29.87,144,28.176,0.946043238,0.016219206,0.017958773,0.002131724,0.005268979,0,0.008476621,0.003901458,12.505,0.5,0.081,0.215,0.072,0.307,0.268,0.106,0.141,0.255,12.97965438,,17.88,308,0.511,0.207,0.189,0.227911647,0.429718876,0.213855422,0.128514056,10.8030854,12.06414595,749
26705,2775,23.395,61,27.152,0.919986716,0.022904067,0.028801159,0.015416973,0.004427851,0.000201266,0.008261968,0,9.387,0.511,0.064,0.15,0.057,0.293,0.257,0.097,0.272,0.246,11.77980004,,16.69,245,0.474,0.208,0.182,0.145854146,0.424575425,0.307692308,0.121878122,9.243999924,11.1382622,559
5810,522,17.925,4,24.235,0.967500025,0.007399903,0.010965762,0,0.005542477,0,0.008591833,0,7.408,0.482,0.074,0.155,0.042,0.319,,0.098,,0.28,11.81463579,,23.39,248,0.513,0.217,0.238,0.114228457,0.389779559,0.319639279,0.176352705,12.45521242,12.11397373,595
2890,333,23.456,-1,33.128,0.954915019,0.004110541,0.026527096,0.006508357,0,0,0.007938987,0,7.104,0.464,0.035,0.191,0.093,0.324,0.193,0.139,,0.282,12.99529597,,,230,0.495,0.178,0.273,0.094715852,0.377866401,0.260219342,0.267198405,11.04400345,13.1147541,603
28512,2955,25.068,81,31.12,0.919272063,0.009069088,0.043125873,0.007562595,0.005704587,0,0.015265796,0,12.319,0.507,0.075,0.183,0.05,0.324,0.233,0.119,0.247,0.261,11.62878532,,12.93,253,0.502,0.209,0.203,0.082578046,0.343403827,0.371601208,0.202416918,9.683543202,12.64433879,678
15659,1852,25.766,19,24.515,0.919670999,0.020942775,0.028457359,0.003912387,0.011667117,0,0.015349363,0,10.806,0.425,0.045,0.128,0.044,0.324,0.163,0.11,0.149,0.281,8.532274456,,17.59,264,0.478,0.222,0.203,0.117412935,0.346268657,0.335323383,0.200995025,11.06180462,11.64061998,572
48026,5667,24.927,,35.909,0.862561308,0.057458509,0.053118652,0.00029725,0.009591281,0,0.015209314,0.001763686,9.743,0.435,0.067,0.139,0.049,0.305,0.268,0.098,0.191,0.275,11.06006829,,14.07,281,0.481,0.184,0.188,0.136409228,0.362086259,0.294884654,0.20661986,8.91829391,10.22492767,694
9000,1206,30.908,-1,21.175,0.849669465,0.03228104,0.058422864,0.013361823,0.005416955,0.000601884,0.04024597,0,9.772,0.568,0.027,0.217,0.106,0.324,0.146,0.1,0.151,0.344,10.60158334,,21.45,381,0.468,0.192,0.169,0.120481928,0.336345382,0.272088353,0.271084337,11.71319102,11.8226601,629
47390,4206,25.113,181,27.066,0.880615409,0.004750735,0.0983442,0.000785163,0.005824123,9.94E-05,0.009580981,0,9.531,0.481,0.052,0.237,0.113,0.337,0.264,0.102,0.156,0.252,13.06413393,,17.98,281,0.497,0.264,0.137,0.154536391,0.412761715,0.289132602,0.143569292,13.10048259,8.831786018,655
4772,716,39.754,0,31.1,0.27367171,0.715929504,0.006486767,0,0.003512834,0,0,0.000399186,22.963,0.383,0.109,0.257,0.094,0.411,,0.161,,0.363,12.18243575,,28.35,353,0.534,0.256,0.151,0.226095618,0.305776892,0.268924303,0.199203187,13.75900247,17.4137375,560
3573,321,20.794,-1,26.651,0.375267962,0.005998329,0.618733708,0,0,0,0,0,11.03,0.348,0.072,0.311,0.153,0.295,,0.115,,0.288,9.498764901,,,211,0.455,0.197,0.247,0.335005015,0.279839519,0.259779338,0.125376128,8.147211687,10.11378003,611
1928,141,23.782,-1,17.61,0.845036488,0.00611292,0.118216302,0.015879653,0,0.00150334,0.013251297,0,5.465,0.522,0.032,0.28,0.224,0.272,,0.112,,0.269,9.758929761,,,250,0.515,0.218,0.205,0.093625498,0.242031873,0.433266932,0.231075697,9.252120278,14.90619378,663
9918,1076,22.725,8,28.277,0.939419889,0.011042627,0.014995669,0.002300132,0.003295861,0.001782354,0.009887582,0.017275886,15.289,0.416,0.061,0.258,0.08,0.345,0.37,0.131,,0.309,13.68536644,,28.27,370,0.504,0.236,0.173,0.240480962,0.410821643,0.233466934,0.115230461,13.01366435,11.41198258,529
64365,11168,52.149,,30.843,0.423790782,0.393722654,0.116706291,0.003965796,0.021287435,0.003935828,0.034483448,0.002107766,15.076,0.397,0.076,0.258,0.088,0.332,0.263,0.102,0.184,0.27,12.59767964,6.59,17.53,283,0.506,0.296,0.067,0.0999001,0.312687313,0.400599401,0.186813187,21.12692406,4.674235213,907
20483,1707,18.497,5,26.618,0.934897881,0.005292445,0.017752374,0.020040727,0.005211799,0.000201617,0.016603157,0,6.411,0.456,0.064,0.134,0.081,0.283,0.167,0.093,0.191,0.244,12.17557261,,13.98,178,0.493,0.212,0.223,0.072854291,0.320359281,0.356287425,0.250499002,11.22426764,10.78884347,672
8702,735,21.603,1,28.174,0.857653317,0.002529359,0.015908863,0.084843923,0.004185486,0.000893305,0.033885376,0.000100371,12.242,0.517,0.105,0.172,0.108,0.3,0.2,0.098,0.206,0.26,12.07150972,,,269,0.493,0.241,0.189,0.134462151,0.38247012,0.333665339,0.14940239,11.16936403,11.85320264,523
18375,1583,18.974,,22.957,0.927603952,0.001520629,0.043745783,0.002930484,0.004128861,0.001198377,0.018871915,0,5.873,0.447,0.051,0.226,0.098,0.228,0.135,0.08,0.14,0.218,10.76868849,,25.27,224,0.49,0.269,0.137,0.066733068,0.315737052,0.403386454,0.214143426,13.05985314,6.286070393,742
31554,3444,28.071,71,28.65,0.955944328,0.010460981,0.009903062,0.000398514,0.004473315,0.001085949,0.017733853,0,17.822,0.405,0.086,0.199,0.054,0.316,0.336,0.121,,0.366,13.09587027,6.77,29.34,369,0.507,0.205,0.17,0.216135458,0.424302789,0.217131474,0.142430279,9.89082176,13.58802989,527
10154,1309,29.876,4,29.04,0.951712448,0.006211676,0.009152999,0.011545939,0.002781794,0.000598235,0.01749838,0.000498529,15.013,0.483,0.053,0.219,0.077,0.323,0.246,0.097,,0.288,9.209377831,,31.15,292,0.52,0.241,0.209,0.133866134,0.393606394,0.300699301,0.171828172,16.90469251,14.37870397,569
6064,609,27.024,0,18.527,0.846758271,0,0.14739896,0,0.001309586,0,0.004533183,0,6.595,0.575,0.027,0.24,0.135,0.291,0.138,0.088,0.15,0.258,12.32781862,,38.88,206,0.512,0.298,0.136,0.238430584,0.255533199,0.314889336,0.191146881,14.90806692,7.619678648,633
16852,1738,29.039,16,23.209,0.955066488,0.003447893,0.022179432,0.001300521,0.004798822,0,0.013206843,0,5.323,0.519,0.031,0.115,0.044,0.291,0.142,0.084,0.209,0.249,10.1797056,,10.31,254,0.493,0.23,0.16,0.069721116,0.295816733,0.371513944,0.262948207,11.05974604,8.719059044,717
293427,48399,43.43,1211,32.119,0.554805919,0.067908413,0.335391772,0.003127757,0.019889326,0.000501243,0.017473334,0.000902238,12.594,0.503,0.039,0.281,0.118,0.283,0.195,0.083,0.151,0.247,9.290344445,6.23,15.85,275,0.509,0.239,0.113,0.153460381,0.258776329,0.312938816,0.274824473,14.49857527,7.729610631,864
21147,1801,20.274,17,24.521,0.966167293,0.006100488,0.006850548,0.002720218,0.001810145,0,0.014861189,0.001490119,10.761,0.447,0.081,0.216,0.102,0.37,0.323,0.109,0.231,0.31,13.84132228,,24.21,334,0.496,0.221,0.16,0.166833167,0.436563437,0.291708292,0.104895105,11.14272167,10.52631579,552
155359,19426,26.251,694,28.436,0.938671498,0.01896296,0.016384794,0.002269583,0.005733682,0.000298629,0.017081595,0.000597259,13.25,0.442,0.067,0.192,0.051,0.331,0.256,0.145,0.084,0.342,13.19105796,2.04,15.49,304,0.515,0.199,0.195,0.144710579,0.347305389,0.28742515,0.220558882,10.07831598,12.65693515,644
169606,18827,30.218,1094,32.438,0.637487651,0.234170583,0.065303516,0.005578341,0.020467224,0.000299374,0.034198525,0.002494786,10.006,0.439,0.063,0.132,0.044,0.34,0.214,0.119,0.16,0.278,12.02297952,3.93,17.54,280,0.517,0.241,0.145,0.137412237,0.336008024,0.301905717,0.224674022,13.19836207,8.652454849,876
11745,1304,26.184,,19.529,0.943103084,0.00466599,0.031203805,0.003509548,0.001116217,0,0.015184578,0.001216777,8.226,0.567,0.051,0.123,0.043,0.279,0.098,0.092,0.189,0.247,11.45468825,,22.28,252,0.502,0.21,0.218,0.094282849,0.354062187,0.364092277,0.187562688,12.13858215,13.57160921,544
2332,211,25.878,,19.98,0.972510739,0,0.018670079,0.003759809,0.001706298,0,0.003353075,0,3.797,0.529,0.025,0.189,0.09,0.344,,0.098,,0.349,11.35487566,,,207,0.474,0.216,0.194,0.085572139,0.389054726,0.352238806,0.173134328,15.01823643,14.58914396,541
13586,1408,21.626,21,30.573,0.916695664,0.04873587,0.017746538,0.003300757,0.001481364,0,0.011343865,0.000695943,13.912,0.338,0.073,0.249,0.054,0.36,0.199,0.138,0.11,0.356,13.098482,,20.58,262,0.553,0.178,0.2,0.181544634,0.406218656,0.276830491,0.135406219,7.144186047,14.80930233,533
49521,5298,26.858,27,31.424,0.894534257,0.004778901,0.045589514,0.011917259,0.010657549,0.002399448,0.029823141,0.000299931,8.427,0.452,0.084,0.18,0.069,0.281,0.193,0.1,0.162,0.196,9.805973863,3.25,17.92,231,0.503,0.231,0.155,0.102284012,0.337636544,0.377358491,0.182720953,10.31659167,8.918075317,872
28115,2395,19.484,26,25.763,0.908021465,0.005485186,0.07128758,0.000495948,0.004146126,0.000495948,0.009472609,0.000595138,8.028,0.497,0.065,0.168,0.063,0.332,0.204,0.109,0.125,0.3,13.00596179,,25.9,249,0.502,0.244,0.166,0.098294885,0.440320963,0.300902708,0.160481444,10.57822886,9.506111071,629
7062,852,30.436,0,24.351,0.375203866,0.018785865,0.600171147,0.00059398,0.004137723,0.00110742,0,0,14.933,0.421,0.05,0.406,0.19,0.287,,0.097,,0.274,9.232705401,,26.48,255,0.492,0.309,0.145,0.320679321,0.321678322,0.27972028,0.077922078,15.59398923,8.93110292,619
20305,1706,18.654,17,24.469,0.955285444,0.003078609,0.023941417,0.0047026,0.003905549,0,0.00908638,0,5.206,0.536,0.051,0.11,0.048,0.317,0.182,0.088,0.261,0.281,11.03703568,,15.93,214,0.488,0.226,0.179,0.081081081,0.44044044,0.318318318,0.16016016,10.12125954,9.338939957,668
197160,26192,30.522,387,29.873,0.814257438,0.121547291,0.020857993,0.000994659,0.01745626,0.000298398,0.02071874,0.003869222,10.715,0.531,0.059,0.142,0.032,0.307,0.182,0.105,0.197,0.27,12.18080719,5.29,10.03,264,0.518,0.233,0.144,0.079,0.281,0.304,0.336,11.37380256,9.257863153,745
202514,22587,30.329,1330,28.621,0.761890535,0.056007011,0.147167782,0.001105402,0.010595921,0.000199171,0.020265695,0.002768483,12.503,0.509,0.051,0.258,0.113,0.292,0.202,0.093,0.104,0.266,13.04219083,2.22,12.84,267,0.508,0.281,0.127,0.191574724,0.369107322,0.258776329,0.180541625,15.13074587,8.060443374,700
42569,4629,27.335,25,30.651,0.835688817,0.02830575,0.116429121,0.002896495,0.005942809,0,0.010637129,9.99E-05,7.782,0.552,0.042,0.125,0.075,0.29,0.216,0.076,0.09,0.236,13.19258862,,15.4,196,0.498,0.236,0.167,0.110667996,0.280159521,0.387836491,0.221335992,13.52241193,8.489722967,698
24627,2768,29.656,37,27.277,0.575838886,0.375783027,0.027580497,0.002503691,0.005725572,0,0.010353908,0.00221442,15.235,0.514,0.058,0.228,0.054,0.325,0.204,0.131,0.223,0.29,10.80674512,9.99,24.34,283,0.506,0.244,0.117,0.152,0.393,0.259,0.196,14.00148866,8.408940031,780
22390,3049,32.501,,34.582,0.559310729,0.296035997,0.123778048,0.001692317,0.000298644,0,0.018884265,0,19.497,0.441,0.06,0.306,0.078,0.365,0.187,0.144,0.096,0.322,11.10827215,7.52,26.57,401,0.512,0.266,0.155,0.22188755,0.378514056,0.27811245,0.121485944,14.41328529,10.4742508,632
73735,6634,27.07,,24.942,0.099523373,0.00761806,0.138550973,0.723037652,0.008924298,0.000299138,0.02184708,0.000199426,31.986,0.319,0.102,0.424,0.118,0.359,0.144,0.129,0.127,0.25,9.825383884,13.93,40.39,207,0.52,0.312,0.1,0.265593561,0.329979879,0.292756539,0.11167002,16.16954261,7.73857203,550
23323,1962,20.995,53,30.642,0.952912602,0.007756277,0.01554254,0.006526867,0.002768671,1.00E-04,0.014393091,0,15.593,0.437,0.086,0.181,0.055,0.339,0.212,0.113,0.151,0.283,11.43528051,,11.42,292,0.5,0.241,0.176,0.120240481,0.443887776,0.30260521,0.133266533,10.72998363,10.68689132,548
23112,2607,27.202,99,42.039,0.379592931,0.572985269,0.018634959,0,0.002682004,0,0.024813501,0.001291335,18.002,0.435,0.086,0.218,0.076,0.399,0.156,0.164,0.112,0.343,12.56284718,10.67,38.54,349,0.526,0.218,0.166,0.200400802,0.397795591,0.259519038,0.142284569,9.090712322,12.51055172,701
