county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
b2281ca,20d32fc,20287,2466,29.887,87,28.11,0.378313807,0.503588708,0.038036307,0.044783878,0.002898956,0,0.031768563,0.00060978,16.59,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.354,0.09,0.254,0.098,0.345,0.226,0.16,0.149,,0.313,11.99075354,9.33,33.75,265,5429,6949,0.488,0.195,0.204,0.220883534,0.34939759,0.275100402,0.154618474,9.549695144,11.45963417,643
440cbde,1b0d913,85005,5454,19.604,65,28.023,0.727790707,0.053195971,0.167241794,0.00231723,0.023463205,0.001193724,0.023683894,0.001113474,5.245,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.495,0.045,0.21,0.13,0.279,,0.086,0.079,,0.286,9.907550249,1.28,9.36,253,1519,1499,0.506,0.285,0.107,0.084168337,0.221442886,0.323647295,0.370741483,11.88219815,6.538107079,983
9510f74,1646cf6,358569,37911,23.453,639,26.836,0.942829828,0.023145819,0.010465935,0.000805072,0.008402939,0,0.013847238,0.00050317,6.882,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.505,0.057,0.121,0.046,0.283,0.178,0.11,0.08,0.162,0.268,13.62918022,0.99,14.08,274,1659,1310,0.516,0.193,0.197,0.074371859,0.386934673,0.272361809,0.266331658,8.754435854,12.45716808,847
a06a46c,1b0d913,10664,1124,30.846,-1,22.636,0.136839135,0.003235039,0.857728821,0,0.002197005,0,0,0,13.802,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.694,0.038,0.347,0.125,0.308,,0.107,0.081,,0.272,8.383055982,,33.54,278,5280,2020,0.513,0.289,0.147,0.316683317,0.297702298,0.266733267,0.118881119,17.50866314,8.480758709,739
6924380,4cd9667,4307,564,35.448,6,25.941,0.540487339,0.026395061,0.409178124,0.012198395,0.002097687,0,0.003698291,0.005945102,11.335,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Farm-dependent,0.443,0.046,0.282,0.125,0.258,0.084,0.073,0.09,,0.279,11.65885322,,32.05,261,5089,1469,0.43,0.186,0.194,0.19798995,0.353768844,0.275376884,0.172864322,9.024644221,10.64445216,559
d1e3d02,20d32fc,20679,2417,26.546,61,33.847,0.349473262,0.617256948,0.016905789,0.005608508,0.004514899,0.000100331,0.006140263,0,14.02,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.42,0.079,0.212,0.063,0.353,0.185,0.148,0.131,,0.316,11.56940266,5.92,44.66,298,10999,4170,0.505,0.199,0.186,0.245245245,0.402402402,0.251251251,0.101101101,8.316211721,12.03404755,613
72b2ece,1dcfd4e,4391,546,29.521,2,23.16,0.785912633,0.001094821,0.180277288,0.003194888,0.008141491,0,0.021378878,0,10.613,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.511,0.033,0.258,0.167,0.226,0.116,0.075,0.06,0.176,0.211,13.5758859,,,215,4419,870,0.507,0.244,0.207,0.118118118,0.29029029,0.379379379,0.212212212,14.87924917,11.21666476,699
c6de21a,1b0d913,24393,2798,27.499,89,32.744,0.682381047,0.014961179,0.261646426,0.000597253,0.016573761,0,0.022735417,0.001104917,14.116,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.412,0.055,0.311,0.153,0.276,,0.122,0.091,,0.28,8.709001166,9.82,19.65,277,3030,2589,0.504,0.186,0.258,0.158953722,0.307847082,0.338028169,0.195171026,11.96016001,13.47048739,745
7feacf4,4cd9667,19789,3178,41.683,57,34.537,0.538696904,0.021688265,0.403977682,0.011219102,0.005589553,0,0.017228622,0.001599872,20.035,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.411,0.056,0.322,0.096,0.269,0.227,0.07,0.08,0.132,0.281,9.174281516,,17.57,279,3579,1570,0.497,0.268,0.118,0.199401795,0.253240279,0.317048853,0.230309073,15.91109989,6.364439955,707
08fc65c,5086a32,38684,4413,26.25,,29.742,0.921904437,0.028480378,0.030043693,0.002505311,0.005591855,0.000200425,0.010973263,0.000300637,6.572,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.459,0.068,0.141,0.053,0.271,0.139,0.097,0.079,0.182,0.218,10.97777553,,12.42,230,3449,3010,0.485,0.186,0.197,0.111776447,0.344311377,0.304391218,0.239520958,7.518991267,9.818614025,707
06f2780,e2f94fa,12575,1643,27.469,15,26.624,0.962045466,0.003104014,0.015748893,0.000298463,0.003671094,0,0.01513207,0,7.851,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.489,0.058,0.152,0.047,0.299,0.276,0.09,0.08,0.233,0.28,9.568916473,,24.98,369,3209,1270,0.506,0.221,0.211,0.114,0.36,0.35,0.176,12.09773069,13.28378272,561
47446ec,08f8fb4,14012,1380,24.58,5,30.722,0.953793138,0.001897818,0.012016181,0.001608151,0.000599311,0,0.028597113,0.001488288,16.552,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Nonspecialized,0.396,0.082,0.247,0.093,0.339,0.474,0.117,0.11,0.224,0.359,11.8285827,,34.68,386,7040,7069,0.507,0.235,0.193,0.226,0.392,0.271,0.111,13.13957225,12.85392938,507
e1e70aa,9e0007d,20548,2028,21.123,,26.046,0.88683924,0.00209669,0.062850288,0.010916899,0.004304262,0,0.032791016,0.000201605,18.05,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.414,0.063,0.318,0.078,0.328,0.283,0.113,0.081,0.108,0.33,11.15267377,,32.24,343,2940,1869,0.504,0.231,0.207,0.149700599,0.390219561,0.340319361,0.119760479,11.7203851,12.50831015,486
b14d0ee,4c72956,834407,233439,63.764,673,27.676,0.411731064,0.053146979,0.154253665,0.001816047,0.334985502,0.004023398,0.035307574,0.00473577,7.826,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.627,0.044,0.154,0.058,0.16,0.095,0.069,0.07,0.206,0.159,7.853430815,8.37,5.27,179,749,649,0.494,0.135,0.141,0.130089374,0.12611718,0.205561072,0.538232373,10.5959387,6.50291412,1233
7f9740a,528ea9f,42521,5960,32.569,165,30.319,0.909358785,0.04099491,0.02855357,0.002559702,0.005288066,9.92E-05,0.012352048,0.000793706,16.154,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.435,0.063,0.22,0.067,0.311,0.262,0.136,0.089,0.096,0.311,13.85444618,3.81,26.01,301,3329,1400,0.52,0.235,0.161,0.188059701,0.414925373,0.24079602,0.156218905,13.39959592,11.63465781,604
ca5c416,d233cec,51632,5989,30.027,72,27.91,0.765099191,0.008320218,0.158094169,0.023136221,0.012971521,0.000601462,0.031075513,0.000701705,11.99,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.446,0.101,0.26,0.159,0.31,0.247,0.096,0.081,0.211,0.257,11.18089404,,21.37,287,4300,5180,0.494,0.239,0.182,0.151696607,0.303393214,0.379241517,0.165668663,10.69206843,11.11975117,688
bb254d4,b795815,35877,5241,33.527,,25.227,0.888542243,0.008020933,0.079796709,0.002203995,0.0051024,0.000402556,0.015528607,0.000402556,9.693,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.521,0.033,0.147,0.047,0.323,0.163,0.09,0.079,0.155,0.27,12.95670874,,11.32,223,2039,1900,0.502,0.248,0.161,0.085,0.316,0.399,0.2,11.51733177,9.871998661,639
c1d13d4,dc9ae72,32458,2776,22.668,28,32.266,0.930770926,0.01334295,0.029580879,0.005289097,0.003586168,0,0.01742998,0,6.182,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.517,0.047,0.135,0.054,0.309,0.146,0.088,0.06,0.144,0.259,8.40349864,,17.07,260,3689,2040,0.502,0.259,0.143,0.054835494,0.327018943,0.386839482,0.231306082,11.215409,8.228696818,844
08c8546,1646cf6,158964,25355,39.799,151,34.726,0.866044207,0.034760109,0.027559371,0.001905488,0.054807847,0.000401155,0.012826942,0.001694881,6.466,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.486,0.043,0.13,0.066,0.251,0.122,0.072,0.06,0.134,0.202,12.91908995,,10.6,215,2230,1439,0.483,0.157,0.119,0.068931069,0.314685315,0.200799201,0.415584416,7.80510508,5.767350006,909
5c17952,e2f94fa,9220,1095,29.992,18,30.436,0.878225242,0.001389028,0.11459978,0,0.004486859,0,0.001299091,0,13.365,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.512,0.045,0.167,0.057,0.314,0.324,0.082,0.08,,0.303,9.497958614,,16.04,291,4750,2329,0.497,0.252,0.168,0.113545817,0.447211155,0.301792829,0.137450199,13.10800563,12.56635251,565
74b40ac,9e0007d,10902,1221,25.545,,31.715,0.843331072,0.001705634,0.07518752,0.016228455,0.028686562,0,0.033254868,0.001605889,16.299,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.42,0.051,0.317,0.075,0.294,0.319,0.125,0.08,,0.354,10.97910305,,32.36,380,5540,5629,0.495,0.25,0.179,0.226415094,0.396226415,0.261171797,0.116186693,10.40263781,10.95992198,571
2c27aac,09d8cd0,67652,9368,31.558,158,30.847,0.888401662,0.046723732,0.026810832,0.000700806,0.007889072,0,0.028672974,0.000800921,16.419,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.463,0.065,0.217,0.071,0.282,0.257,0.095,0.079,0.098,0.297,13.31841972,2.06,9.5,289,2019,1559,0.516,0.231,0.174,0.161484453,0.384152457,0.279839519,0.174523571,10.80881266,12.86411356,586
87f6246,1646cf6,53853,6008,23.764,108,28.404,0.96131697,0.007784265,0.010415426,0.000496445,0.003902061,0,0.015687676,0.000397156,10.562,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Manufacturing-dependent,0.466,0.059,0.143,0.063,0.321,0.26,0.101,0.081,0.154,0.29,13.874575,,20.06,254,2769,1600,0.514,0.208,0.188,0.110778443,0.493013972,0.23752495,0.158682635,10.07598897,12.01296283,684
852e9dc,09d8cd0,44097,5141,27.516,2,26.232,0.927937905,0.012725131,0.038849906,0.000402694,0.007389435,0,0.009201558,0.003493371,9.101,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.506,0.057,0.194,0.087,0.341,0.27,0.115,0.07,0.156,0.309,13.50984095,3.24,21.74,283,3009,4029,0.505,0.238,0.148,0.127872128,0.444555445,0.27972028,0.147852148,11.60737383,9.650316616,744
7d00f04,a952566,101781,7002,18.822,263,27.609,0.846955519,0.092403465,0.024861027,0.001382273,0.014558617,9.94E-05,0.018446882,0.001292773,3.984,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.544,0.046,0.119,0.049,0.266,0.168,0.091,0.081,0.165,0.226,12.59996694,1.62,10.91,240,1900,1350,0.508,0.235,0.145,0.078528827,0.274353877,0.289264414,0.357852883,8.807317758,8.413254324,1025
5e5f188,9e0007d,8847,1092,28.859,,31.569,0.640255906,0.307076571,0.031958059,0.003344448,0.013066447,0,0.00429857,0,17.645,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Manufacturing-dependent,0.421,0.061,0.248,0.056,0.341,0.349,0.145,0.09,,0.348,11.26851959,,31.42,359,9079,2999,0.514,0.237,0.185,0.165829146,0.429145729,0.264321608,0.140703518,9.610983982,14.07322655,561
2e1f55a,176f5f0,353513,63626,41.381,960,35.077,0.834416104,0.009405109,0.079958422,0.009485068,0.024787111,0.002098909,0.038350058,0.00149922,11.816,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.47,0.069,0.219,0.071,0.267,0.177,0.086,0.06,0.168,0.16,7.936132905,3.08,11.52,203,1589,1099,0.504,0.193,0.161,0.088733799,0.249252243,0.377866401,0.284147557,10.19245255,9.481220966,850
2e401fc,52acab4,124636,20125,44.955,995,26.956,0.573220709,0.164858068,0.123425617,0.047935391,0.020440677,0.004889731,0.063927215,0.001302592,13.977,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.395,0.047,0.225,0.093,0.346,0.298,0.109,0.089,0.178,0.312,9.966007431,6.84,13.71,330,1240,1379,0.484,0.246,0.104,0.105577689,0.333665339,0.352589641,0.208167331,14.93743399,7.968765001,734
8978fa6,c479f0c,34426,3400,20.919,27,24.11,0.96478719,0.003395806,0.018602243,0.000607461,0.005407397,0.000199167,0.005716107,0.00128463,7.429,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.532,0.056,0.137,0.036,0.27,0.161,0.09,0.08,0.31,0.265,13.3385586,,21.91,259,1730,1419,0.497,0.243,0.159,0.087912088,0.365634366,0.335664336,0.210789211,12.99363429,10.05112966,644
b380c38,1b0d913,476131,55439,31.636,441,27.781,0.620169142,0.061339145,0.238598876,0.00199932,0.054491473,0.000199932,0.021602655,0.001599456,5.324,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.523,0.044,0.208,0.102,0.271,0.109,0.076,0.07,0.171,0.198,9.009494572,0.38,9.29,181,1969,1580,0.513,0.277,0.099,0.073926074,0.205794206,0.324675325,0.395604396,13.17756377,4.779340914,1132
4a052fa,c3dbf0a,16040,1731,20.792,24,34.218,0.978094238,0.001188378,0.006456852,0.000396126,0.004684189,0,0.009180217,0,14.552,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.455,0.103,0.218,0.053,0.356,0.341,0.137,0.091,,0.368,13.56603909,,18.68,342,2750,2720,0.513,0.205,0.207,0.15936255,0.487051793,0.249003984,0.104581673,9.400485588,13.19803275,549
81ee49a,158df01,43059,4455,29.572,114,25.584,0.892369365,0.058700294,0.016105314,0.003545385,0.008118126,0,0.020859353,0.000302163,7.201,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.468,0.047,0.162,0.063,0.306,0.254,0.112,0.07,0.18,0.333,13.43358697,,15.51,262,4800,2060,0.46,0.223,0.133,0.134865135,0.40959041,0.285714286,0.16983017,10.09220606,8.784806643,765
e4db948,dc9ae72,28892,4828,36.674,46,30.063,0.904086362,0.011427367,0.055280768,0.001705577,0.013584421,0.00171561,0.012199894,0,7.042,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Mining-dependent,0.612,0.027,0.152,0.053,0.292,0.151,0.075,0.071,0.187,0.262,12.46172457,,14.87,228,1359,1300,0.505,0.211,0.133,0.065130261,0.27755511,0.335671343,0.321643287,12.14811756,8.775552344,780
f598cc0,698ab34,81600,8296,23.057,57,33.423,0.701078768,0.226732156,0.049257719,0.003786737,0.007462986,0.000703108,0.009260933,0.001717592,14.928,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.425,0.071,0.244,0.092,0.316,0.186,0.128,0.11,0.145,0.309,12.4792529,5.7,25.39,282,3240,2429,0.507,0.224,0.174,0.156686627,0.336327345,0.28742515,0.219560878,11.69083424,10.22489891,802
9d8e7ce,5086a32,111971,12733,28.53,,33.019,0.921750809,0.02080765,0.021449118,0.008469395,0.009992884,0.000701607,0.015525554,0.001302984,13.736,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.424,0.077,0.152,0.049,0.298,0.266,0.101,0.08,0.226,0.282,11.26271557,2.05,10.25,281,2870,1829,0.491,0.209,0.144,0.120845921,0.359516616,0.295065458,0.224572004,10.92598626,8.676518502,690
5fddbb0,b795815,36380,5285,31.706,,28.057,0.738402539,0.006948964,0.224709876,0.00913178,0.006718667,0.000400517,0.01328714,0.000400517,9.328,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.509,0.036,0.195,0.062,0.326,0.176,0.101,0.069,0.11,0.266,13.53214443,,22.5,281,1799,1319,0.515,0.246,0.17,0.132734531,0.30239521,0.352295409,0.21257485,12.95160191,10.55214724,646
ee016a2,9dda412,29220,2217,21.837,47,29.508,0.898146285,0.020318412,0.026789308,0.023367684,0.005464536,0.000402544,0.025209323,0.000301908,10.387,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Recreation,0.504,0.062,0.14,0.083,0.284,0.186,0.074,0.059,0.209,0.233,11.7466293,,15.17,205,5159,4219,0.461,0.213,0.175,0.110552764,0.424120603,0.332663317,0.132663317,10.27509064,9.037955979,663
51cb5b0,c3dbf0a,13972,1517,23.845,56,24.84,0.917159763,0.043545506,0.036590598,0.000698484,0.000598701,0,0.001307163,9.98E-05,8.897,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.381,0.086,0.227,0.052,0.32,0.237,0.123,0.07,0.121,0.317,13.05768622,,32.34,299,1979,4629,0.495,0.206,0.186,0.20661986,0.47442327,0.178535607,0.140421264,11.63870046,9.782220636,609
d9ef5ba,9dda412,1186340,179855,37.46,2004,29.203,0.703409377,0.119715969,0.068660926,0.005922345,0.067573148,0.00030216,0.031676487,0.002739588,8.059,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.556,0.038,0.127,0.063,0.219,0.141,0.066,0.07,0.183,0.172,12.54254079,4.43,5.66,167,1189,879,0.506,0.225,0.119,0.074,0.178,0.276,0.472,13.87450431,6.701471925,1038
